#Acq. time (s)=	5
#Accumulations=	2
#Range (nm)=	520...900
#Windows=	8
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector temperature (°C)=	-59.98
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x50_VIS
#Grating=	600 (500nm)
#ND Filter=	10%
#Laser=	514nm_Edge
#Hole=	199.981
#Range=	Auto
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	-19162.1
#Y (µm)=	12273.3
#Z (µm)=	-106.8
#Full time(mm:ss)=	2:04
#Project=	
#Sample=	
#Site=	
#Title=	MS_091025
#Remark=	
#Date=	13.10.2023 16:36
#Acquired=	13.10.2023 16:36:24
520.044	40
520.097	42
520.149	50
520.201	46
520.254	34
520.306	42
520.359	42
520.411	44
520.464	38
520.516	56
520.569	44
520.621	44
520.674	46
520.726	48
520.778	44
520.831	38
520.883	46
520.936	50
520.988	44
521.041	34
521.093	44
521.146	46
521.198	46
521.25	36
521.303	50
521.355	50
521.408	48
521.46	40
521.513	50
521.565	50
521.617	48
521.67	38
521.722	46
521.775	44
521.827	42
521.88	40
521.932	48
521.984	50
522.037	48
522.089	40
522.142	46
522.194	52
522.247	46
522.299	46
522.352	52
522.404	48
522.456	40
522.509	50
522.561	46
522.614	50
522.666	40
522.719	46
522.771	52
522.823	46
522.876	44
522.928	36
522.981	46
523.033	54
523.086	36
523.138	38
523.19	50
523.243	42
523.295	36
523.348	50
523.4	50
523.453	50
523.505	42
523.557	48
523.61	48
523.662	34
523.715	34
523.767	52
523.82	46
523.872	42
523.924	38
523.977	38
524.029	44
524.082	54
524.134	50
524.186	54
524.239	52
524.291	52
524.344	54
524.396	44
524.449	50
524.501	38
524.553	46
524.606	54
524.658	50
524.711	44
524.763	44
524.815	52
524.868	50
524.92	46
524.973	50
525.025	50
525.078	42
525.13	48
525.182	50
525.235	52
525.287	56
525.34	44
525.392	50
525.444	44
525.497	42
525.549	42
525.602	54
525.654	46
525.706	44
525.759	44
525.811	52
525.864	54
525.916	50
525.969	48
526.021	52
526.073	40
526.126	52
526.178	42
526.231	50
526.283	54
526.335	50
526.388	46
526.44	58
526.493	44
526.545	44
526.597	48
526.65	52
526.702	56
526.755	46
526.807	46
526.859	60
526.912	52
526.964	40
527.017	52
527.069	54
527.121	52
527.174	52
527.226	52
527.279	48
527.331	54
527.383	52
527.436	52
527.488	48
527.54	58
527.593	46
527.645	56
527.698	56
527.75	46
527.802	42
527.855	50
527.907	54
527.96	58
528.012	54
528.064	58
528.117	54
528.169	50
528.222	46
528.274	58
528.326	50
528.379	40
528.431	54
528.484	56
528.536	62
528.588	56
528.641	44
528.693	58
528.745	52
528.798	56
528.85	48
528.903	58
528.955	64
529.007	52
529.06	54
529.112	50
529.164	56
529.217	38
529.269	56
529.322	54
529.374	52
529.426	60
529.479	58
529.531	56
529.584	52
529.636	44
529.688	54
529.741	50
529.793	56
529.845	54
529.898	58
529.95	62
530.003	52
530.055	58
530.107	58
530.16	58
530.212	50
530.264	48
530.317	58
530.369	64
530.422	52
530.474	56
530.526	62
530.579	58
530.631	62
530.683	56
530.736	62
530.788	52
530.841	50
530.893	54
530.945	58
530.998	56
531.05	48
531.102	54
531.155	58
531.207	68
531.259	52
531.312	60
531.364	60
531.417	56
531.469	54
531.521	56
531.574	58
531.626	60
531.678	52
531.731	54
531.783	58
531.835	58
531.888	52
531.94	66
531.992	54
532.045	70
532.097	52
532.15	56
532.202	62
532.254	60
532.307	60
532.359	64
532.411	56
532.464	62
532.516	54
532.568	68
532.621	72
532.673	56
532.726	58
532.778	52
532.83	58
532.883	58
532.935	54
532.987	62
533.04	60
533.092	56
533.144	52
533.197	64
533.249	72
533.301	66
533.354	58
533.406	54
533.458	58
533.511	58
533.563	58
533.615	70
533.668	68
533.72	60
533.773	64
533.825	62
533.877	62
533.93	54
533.982	66
534.034	52
534.087	64
534.139	58
534.191	76
534.244	72
534.296	74
534.348	56
534.401	68
534.453	72
534.505	58
534.558	62
534.61	68
534.662	68
534.715	74
534.767	66
534.819	70
534.872	70
534.924	66
534.976	68
535.029	76
535.081	66
535.133	60
535.186	70
535.238	72
535.29	78
535.343	66
535.395	72
535.447	68
535.5	70
535.552	64
535.604	74
535.657	68
535.709	74
535.761	68
535.814	76
535.866	66
535.918	76
535.971	64
536.023	74
536.075	64
536.128	68
536.18	60
536.232	74
536.285	70
536.337	64
536.389	58
536.442	72
536.494	64
536.546	58
536.599	64
536.651	76
536.703	66
536.755	64
536.808	60
536.86	82
536.912	62
536.965	60
537.017	74
537.069	60
537.122	78
537.174	68
537.226	70
537.279	76
537.331	82
537.383	58
537.436	70
537.488	72
537.54	70
537.593	74
537.645	66
537.697	72
537.75	72
537.802	66
537.854	78
537.906	74
537.959	84
538.011	80
538.063	74
538.116	80
538.168	70
538.22	72
538.273	82
538.325	66
538.377	72
538.43	74
538.482	78
538.534	78
538.586	82
538.639	72
538.691	86
538.743	72
538.796	70
538.848	70
538.9	80
538.953	78
539.005	78
539.057	80
539.109	80
539.162	78
539.214	84
539.266	76
539.319	72
539.371	84
539.423	72
539.476	90
539.528	90
539.58	84
539.633	74
539.685	76
539.737	90
539.789	90
539.842	74
539.894	78
539.946	84
539.999	90
540.051	76
540.103	86
540.155	80
540.208	86
540.26	72
540.312	82
540.365	84
540.417	82
540.469	76
540.521	88
540.574	86
540.626	82
540.678	82
540.731	84
540.783	90
540.835	78
540.888	82
540.94	92
540.992	86
541.044	82
541.097	84
541.149	84
541.201	92
541.254	78
541.306	90
541.358	96
541.41	80
541.463	84
541.515	96
541.567	90
541.62	94
541.672	82
541.724	84
541.776	92
541.829	92
541.881	86
541.933	92
541.985	94
542.038	86
542.09	84
542.142	96
542.195	100
542.247	88
542.299	76
542.351	100
542.404	82
542.456	92
542.508	80
542.56	92
542.613	100
542.665	90
542.717	90
542.77	94
542.822	82
542.874	92
542.926	94
542.979	92
543.031	104
543.083	104
543.135	96
543.188	104
543.24	106
543.292	98
543.344	108
543.397	110
543.449	102
543.501	94
543.554	106
543.606	104
543.658	92
543.71	100
543.763	104
543.815	106
543.867	106
543.919	108
543.972	102
544.024	106
544.076	96
544.128	102
544.181	114
544.233	110
544.285	122
544.337	110
544.39	106
544.442	116
544.494	108
544.547	104
544.599	122
544.651	106
544.703	104
544.755	108
544.808	102
544.86	106
544.912	102
544.965	102
545.017	118
545.069	122
545.121	108
545.174	106
545.226	110
545.278	116
545.33	108
545.383	110
545.435	108
545.487	108
545.539	108
545.591	94
545.644	112
545.696	122
545.748	110
545.8	112
545.853	120
545.905	126
545.957	112
546.009	134
546.062	122
546.114	134
546.166	106
546.218	112
546.271	124
546.323	122
546.375	112
546.427	128
546.48	116
546.532	130
546.584	128
546.636	132
546.689	122
546.741	128
546.793	128
546.845	136
546.898	124
546.95	122
547.002	122
547.054	126
547.106	124
547.159	144
547.211	126
547.263	144
547.315	142
