#Acq. time (s)=	3
#Accumulations=	2
#Range (nm)=	520...900
#Windows=	8
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Off
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector temperature (°C)=	-59.98
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x50_VIS
#Grating=	600 (500nm)
#ND Filter=	25%
#Laser=	514nm_Edge
#Hole=	199.981
#Range=	Visible
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	8994.7
#Y (µm)=	4749.1
#Z (µm)=	-261.7
#Full time(mm:ss)=	1:32
#Project=	
#Sample=	
#Site=	
#Title=	PL_M4_280424
#Remark=	
#Date=	06.05.2024 16:41
#Acquired=	06.05.2024 16:41:24
520.044	60
520.097	59
520.149	58
520.201	57
520.254	60
520.306	51
520.359	57
520.411	61
520.464	64
520.516	55
520.569	49
520.621	63
520.674	63
520.726	61
520.778	56
520.831	61
520.883	61
520.936	59
520.988	58
521.041	66
521.093	58
521.146	58
521.198	53
521.25	58
521.303	59
521.355	65
521.408	57
521.46	62
521.513	52
521.565	59
521.617	56
521.67	67
521.722	61
521.775	52
521.827	48
521.88	56
521.932	61
521.984	60
522.037	49
522.089	56
522.142	59
522.194	66
522.247	57
522.299	59
522.352	63
522.404	52
522.456	48
522.509	64
522.561	63
522.614	60
522.666	50
522.719	60
522.771	57
522.823	58
522.876	60
522.928	64
522.981	66
523.033	59
523.086	49
523.138	63
523.19	57
523.243	59
523.295	56
523.348	65
523.4	55
523.453	59
523.505	46
523.557	62
523.61	60
523.662	60
523.715	48
523.767	58
523.82	58
523.872	69
523.924	56
523.977	65
524.029	57
524.082	57
524.134	51
524.186	70
524.239	57
524.291	67
524.344	58
524.396	62
524.449	57
524.501	58
524.553	54
524.606	63
524.658	61
524.711	58
524.763	54
524.815	65
524.868	55
524.92	67
524.973	52
525.025	62
525.078	66
525.13	58
525.182	63
525.235	53
525.287	62
525.34	59
525.392	52
525.444	61
525.497	57
525.549	60
525.602	56
525.654	55
525.706	50
525.759	59
525.811	51
525.864	60
525.916	55
525.969	60
526.021	52
526.073	53
526.126	60
526.178	61
526.231	53
526.283	63
526.335	63
526.388	58
526.44	54
526.493	54
526.545	63
526.597	54
526.65	52
526.702	56
526.755	51
526.807	63
526.859	49
526.912	59
526.964	56
527.017	60
527.069	50
527.121	58
527.174	62
527.226	59
527.279	55
527.331	58
527.383	58
527.436	62
527.488	52
527.54	52
